Iconuc,Tabarnuc,NucPlusUltra,Gazby,Pégaz,Samagaz,Omaïgaz,Gastafiore,Igaznodon,Coron,Mockingjay,Lantier,Tacotac,TicEtTac,Cogén,Hydro,STEP turbinage,Puissance résiduelle,STEP pompage,Conso,Conso nette,Puissance excès,Stock d'eau de notre modèle
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 0.0 , 389.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,4279, -0.0,7978,3699.0,0.0 ,63.84939285714283
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 0.0 , 343.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,4165, -0.0,7818,3653.0,0.0 ,63.88245238095236
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 0.0 , 510.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3891, -0.0,7711,3820.0,0.0 ,63.91551190476189
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 346.0 , 0.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3672, -0.0,7718,4046.0,0.0 ,63.94857142857141
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 0.0 , 600.0 , 0.0 , 0.0 , 0.0 , 263.0 ,0.0,3230, -0.0,7793,4563.0,0.0 ,63.98163095238094
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 0.0 , 600.0 , 0.0 , 0.0 , 0.0 , 919.0 ,0.0,2674, -0.0,7893,5219.0,0.0 ,63.995904761904754
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 0.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1476.0 ,0.0,2035, -0.0,7811,5776.0,0.0 ,63.96332142857142
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 0.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1633.0 ,0.0,1992, -0.0,7925,5933.0,0.0 ,63.89095238095237
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 0.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1966.0 ,-0.0,2202, -0.0,8468,6266.0,0.0 ,63.80736904761905
300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 6000.0 ,0.0,2157, -0.0,8360,6300.0,97.0 ,63.7
